"MechanisticTarget","MT_NCIm_term","asid","aid","anm","acid","acnm","aeid","aenm"
"Retinoid X Receptor Modulation","Gene Expression Regulation, Developmental Signaling",3,6,"ATG_TRANS",111,"ATG_RXRb_TRANS",142,"ATG_RXRb_TRANS"
"Retinoid X Receptor Modulation","Gene Expression Regulation, Developmental Signaling",3,408,"ATG_TRANS2",931,"ATG_RXRg_TRANS2",1364,"ATG_RXRg_TRANS2"
"Other Transcription Factors","Gene Expression Regulation, Other Transcription Factors",3,408,"ATG_TRANS2",932,"ATG_SF_1_TRANS2",1365,"ATG_SF_1_TRANS2"
"Other Transcription Factors","Gene Expression Regulation, Other Transcription Factors",3,408,"ATG_TRANS2",933,"ATG_SHP_TRANS2",1366,"ATG_SHP_TRANS2"
"Other Transcription Factors","Gene Expression Regulation, Other Transcription Factors",3,5,"ATG_CIS",74,"ATG_Sox_CIS",105,"ATG_Sox_CIS"
"Other Developmental Signaling Transcription Factors","Gene Expression Regulation, Developmental Signaling",3,5,"ATG_CIS",75,"ATG_Sp1_CIS",106,"ATG_Sp1_CIS"
"Oxidative Stress","Oxidative Stress",3,5,"ATG_CIS",76,"ATG_SREBP_CIS",107,"ATG_SREBP_CIS"
"Inflammation","Inflammatory Response",3,5,"ATG_CIS",77,"ATG_STAT3_CIS",108,"ATG_STAT3_CIS"
"Cell Cycle","Cell Cycle",3,5,"ATG_CIS",80,"ATG_TCF_b_cat_CIS",111,"ATG_TCF_b_cat_CIS"
"Cell Cycle","Cell Cycle",3,5,"ATG_CIS",81,"ATG_TGFb_CIS",112,"ATG_TGFb_CIS"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",3,6,"ATG_TRANS",112,"ATG_THRa1_TRANS",143,"ATG_THRa1_TRANS"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",3,408,"ATG_TRANS2",936,"ATG_THRb_TRANS2",1369,"ATG_THRb_TRANS2"
"Other Transcription Factors","Gene Expression Regulation, Other Transcription Factors",3,408,"ATG_TRANS2",935,"ATG_TLX_TRANS2",1368,"ATG_TLX_TRANS2"
"Other Transcription Factors","Gene Expression Regulation, Other Transcription Factors",3,408,"ATG_TRANS2",938,"ATG_TR2_TRANS2",1371,"ATG_TR2_TRANS2"
"Other Transcription Factors","Gene Expression Regulation, Other Transcription Factors",3,408,"ATG_TRANS2",926,"ATG_TR4_TRANS2",1359,"ATG_TR4_TRANS2"
"Androgen Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",3,569,"ATG_XSP1_multi-species_TRANS",1859,"ATG_trAR_XSP1",1919,"ATG_trAR_XSP1"
"Androgen Receptor Modulation","Androgen Metabolic Process",3,571,"ATG_XSP2_multi-species_TRANS",1889,"ATG_trAR_XSP2",1979,"ATG_trAR_XSP2"
"Estrogen Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",3,569,"ATG_XSP1_multi-species_TRANS",1868,"ATG_trERa_XSP1",1937,"ATG_trERa_XSP1"
"Estrogen Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",3,571,"ATG_XSP2_multi-species_TRANS",1887,"ATG_trERa_XSP2",1975,"ATG_trERa_XSP2"
"Thyroid Receptor Modulation","Gene Expression Regulation, Thyroid Signaling",3,569,"ATG_XSP1_multi-species_TRANS",1881,"ATG_trTRa_XSP1",1963,"ATG_trTRa_XSP1"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",3,571,"ATG_XSP2_multi-species_TRANS",1908,"ATG_trTRa_XSP2",2017,"ATG_trTRa_XSP2"
"Vitamin D Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",3,6,"ATG_TRANS",113,"ATG_VDR_TRANS",144,"ATG_VDR_TRANS"
"Vitamin D Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",3,5,"ATG_CIS",82,"ATG_VDRE_CIS",113,"ATG_VDRE_CIS"
"Oxidative Stress","Oxidative Stress",3,5,"ATG_CIS",83,"ATG_Xbp1_CIS",114,"ATG_Xbp1_CIS"
"Cell Viability","Cell Viability Process",3,386,"ATG_XTT_Cytotoxicity",766,"ATG_XTT_Cytotoxicity",1204,"ATG_XTT_Cytotoxicity"
"Cell Viability","Cell Viability Process",3,570,"ATG_XSP1_XTT_Cytotoxicity_multi-species",1885,"ATG_XTT_Cytotoxicity_XSP1",1971,"ATG_XTT_Cytotoxicity_XSP1"
"Cell Viability","Cell Viability Process",3,572,"ATG_XSP2_XTT_Cytotoxicity_multi-species",1915,"ATG_XTT_Cytotoxicity_XSP2",2031,"ATG_XTT_Cytotoxicity_XSP2"
"Androgen Receptor Modulation","Androgen Metabolic Process",3,569,"ATG_XSP1_multi-species_TRANS",1860,"ATG_zfAR_XSP1",1921,"ATG_zfAR_XSP1"
"Androgen Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",3,571,"ATG_XSP2_multi-species_TRANS",1898,"ATG_zfAR_XSP2",1997,"ATG_zfAR_XSP2"
"Estrogen Receptor Modulation","Estrogen Metabolic Process",3,569,"ATG_XSP1_multi-species_TRANS",1862,"ATG_zfER1_XSP1",1925,"ATG_zfER1_XSP1"
"Estrogen Receptor Modulation","Estrogen Metabolic Process",3,571,"ATG_XSP2_multi-species_TRANS",1891,"ATG_zfER1_XSP2",1983,"ATG_zfER1_XSP2"
"Estrogen Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",3,569,"ATG_XSP1_multi-species_TRANS",1863,"ATG_zfER2a_XSP1",1927,"ATG_zfER2a_XSP1"
"Estrogen Receptor Modulation","Estrogen Metabolic Process",3,571,"ATG_XSP2_multi-species_TRANS",1893,"ATG_zfER2a_XSP2",1987,"ATG_zfER2a_XSP2"
"Estrogen Receptor Modulation","Estrogen Metabolic Process",3,569,"ATG_XSP1_multi-species_TRANS",1864,"ATG_zfER2b_XSP1",1929,"ATG_zfER2b_XSP1"
"Estrogen Receptor Modulation","Estrogen Metabolic Process",3,571,"ATG_XSP2_multi-species_TRANS",1899,"ATG_zfER2b_XSP2",1999,"ATG_zfER2b_XSP2"
"Peroxisome Proliferator Activated Receptor Modulation","Gene Expression Regulation, Fatty Acid Signaling",3,569,"ATG_XSP1_multi-species_TRANS",1877,"ATG_zfPPARg_XSP1",1955,"ATG_zfPPARg_XSP1"
"Peroxisome Proliferator Activated Receptor Modulation","Gene Expression Regulation, Fatty Acid Signaling",3,571,"ATG_XSP2_multi-species_TRANS",1905,"ATG_zfPPARg_XSP2",2011,"ATG_zfPPARg_XSP2"
"Thyroid Receptor Modulation","Gene Expression Regulation, Thyroid Signaling",3,569,"ATG_XSP1_multi-species_TRANS",1882,"ATG_zfTRa_XSP1",1965,"ATG_zfTRa_XSP1"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",3,571,"ATG_XSP2_multi-species_TRANS",1909,"ATG_zfTRa_XSP2",2019,"ATG_zfTRa_XSP2"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",3,569,"ATG_XSP1_multi-species_TRANS",1884,"ATG_zfTRb_XSP1",1969,"ATG_zfTRb_XSP1"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",3,571,"ATG_XSP2_multi-species_TRANS",1910,"ATG_zfTRb_XSP2",2021,"ATG_zfTRb_XSP2"
"Inflammation","Inflammatory Response",4,7,"BSK_3C",114,"BSK_3C_Eselectin",146,"BSK_3C_Eselectin"
"Inflammation","Inflammatory Response",4,7,"BSK_3C",115,"BSK_3C_HLADR",148,"BSK_3C_HLADR"
"CardioTox_ICAM1",,4,7,"BSK_3C",116,"BSK_3C_ICAM1",150,"BSK_3C_ICAM1"
"CardioTox_VascularTissue",,4,7,"BSK_3C",117,"BSK_3C_IL8",152,"BSK_3C_IL8"
"CardioTox_VascularTissue",,4,7,"BSK_3C",118,"BSK_3C_MCP1",154,"BSK_3C_MCP1"
"Inflammation","Inflammatory Response",4,7,"BSK_3C",119,"BSK_3C_MIG",156,"BSK_3C_MIG"
"Cell Growth",,4,7,"BSK_3C",120,"BSK_3C_Proliferation",158,"BSK_3C_Proliferation"
"CardioTox_VascularTissue",,4,7,"BSK_3C",121,"BSK_3C_SRB",160,"BSK_3C_SRB"
"CardioTox_VascularTissue",,4,7,"BSK_3C",122,"BSK_3C_Thrombomodulin",162,"BSK_3C_Thrombomodulin"
"CardioTox_TF",,4,7,"BSK_3C",123,"BSK_3C_TissueFactor",164,"BSK_3C_TissueFactor"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,7,"BSK_3C",124,"BSK_3C_uPAR",166,"BSK_3C_uPAR"
"Vascularization","Neovascularization",4,7,"BSK_3C",125,"BSK_3C_VCAM1",168,"BSK_3C_VCAM1"
"Inflammation","Inflammatory Response",4,8,"BSK_4H",127,"BSK_4H_Eotaxin3",172,"BSK_4H_Eotaxin3"
"Vascularization","Neovascularization",4,8,"BSK_4H",128,"BSK_4H_MCP1",174,"BSK_4H_MCP1"
"CardioTox_VascularTissue",,4,8,"BSK_4H",129,"BSK_4H_Pselectin",176,"BSK_4H_Pselectin"
"CardioTox_VascularTissue",,4,8,"BSK_4H",130,"BSK_4H_SRB",178,"BSK_4H_SRB"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,8,"BSK_4H",131,"BSK_4H_uPAR",180,"BSK_4H_uPAR"
"CardioTox_VascularTissue",,4,8,"BSK_4H",132,"BSK_4H_VCAM1",182,"BSK_4H_VCAM1"
"CardioTox_VEGF",,4,8,"BSK_4H",133,"BSK_4H_VEGFRII",184,"BSK_4H_VEGFRII"
"Inflammation","Inflammatory Response",4,9,"BSK_BE3C",134,"BSK_BE3C_HLADR",186,"BSK_BE3C_HLADR"
"Inflammation","Inflammatory Response",4,9,"BSK_BE3C",135,"BSK_BE3C_IL1a",188,"BSK_BE3C_IL1a"
"Vascularization","Neovascularization",4,9,"BSK_BE3C",136,"BSK_BE3C_IP10",190,"BSK_BE3C_IP10"
"Inflammation","Inflammatory Response",4,9,"BSK_BE3C",137,"BSK_BE3C_MIG",192,"BSK_BE3C_MIG"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,9,"BSK_BE3C",138,"BSK_BE3C_MMP1",194,"BSK_BE3C_MMP1"
"Inflammation","Inflammatory Response",4,9,"BSK_BE3C",139,"BSK_BE3C_PAI1",196,"BSK_BE3C_PAI1"
"Cell Cycle","Cell Cycle",4,9,"BSK_BE3C",140,"BSK_BE3C_SRB",198,"BSK_BE3C_SRB"
"CardioTox_t-PA",,4,9,"BSK_BE3C",142,"BSK_BE3C_tPA",202,"BSK_BE3C_tPA"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,9,"BSK_BE3C",143,"BSK_BE3C_uPA",204,"BSK_BE3C_uPA"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,9,"BSK_BE3C",144,"BSK_BE3C_uPAR",206,"BSK_BE3C_uPAR"
"Unspecified","Unannotated",4,433,"BSK_BT",1068,"BSK_BT_Bcell_Proliferation",2809,"BSK_BT_Bcell_Proliferation"
"Cell Viability","Cell Viability Process",4,433,"BSK_BT",1069,"BSK_BT_PBMCCytotoxicity",2811,"BSK_BT_PBMCCytotoxicity"
"Unspecified","Unannotated",4,433,"BSK_BT",1070,"BSK_BT_sIgG",2813,"BSK_BT_sIgG"
"Unspecified","Unannotated",4,433,"BSK_BT",1071,"BSK_BT_xIL17A",2815,"BSK_BT_xIL17A"
"Unspecified","Unannotated",4,433,"BSK_BT",1072,"BSK_BT_xIL17F",2817,"BSK_BT_xIL17F"
"Unspecified","Unannotated",4,433,"BSK_BT",1073,"BSK_BT_xIL2",2819,"BSK_BT_xIL2"
"Unspecified","Unannotated",4,433,"BSK_BT",1074,"BSK_BT_xIL6",2821,"BSK_BT_xIL6"
"Unspecified","Unannotated",4,433,"BSK_BT",1075,"BSK_BT_xTNFa",2823,"BSK_BT_xTNFa"
"CardioTox_VascularTissue",,4,10,"BSK_CASM3C",145,"BSK_CASM3C_HLADR",208,"BSK_CASM3C_HLADR"
"CardioTox_IL6",,4,10,"BSK_CASM3C",146,"BSK_CASM3C_IL6",210,"BSK_CASM3C_IL6"
"Inflammation","Inflammatory Response",4,10,"BSK_CASM3C",147,"BSK_CASM3C_IL8",212,"BSK_CASM3C_IL8"
"CardioTox_VascularTissue",,4,10,"BSK_CASM3C",148,"BSK_CASM3C_LDLR",214,"BSK_CASM3C_LDLR"
"Inflammation","Inflammatory Response",4,10,"BSK_CASM3C",149,"BSK_CASM3C_MCP1",216,"BSK_CASM3C_MCP1"
"CardioTox_VascularTissue",,4,10,"BSK_CASM3C",150,"BSK_CASM3C_MCSF",218,"BSK_CASM3C_MCSF"
"CardioTox_VascularTissue",,4,10,"BSK_CASM3C",151,"BSK_CASM3C_MIG",220,"BSK_CASM3C_MIG"
"Cell Growth",,4,10,"BSK_CASM3C",152,"BSK_CASM3C_Proliferation",222,"BSK_CASM3C_Proliferation"
"CardioTox_SAA1",,4,10,"BSK_CASM3C",153,"BSK_CASM3C_SAA",224,"BSK_CASM3C_SAA"
"CardioTox_VascularTissue",,4,10,"BSK_CASM3C",154,"BSK_CASM3C_SRB",226,"BSK_CASM3C_SRB"
"CardioTox_VascularTissue",,4,10,"BSK_CASM3C",155,"BSK_CASM3C_Thrombomodulin",228,"BSK_CASM3C_Thrombomodulin"
"Clotting","Coagulation Process",4,10,"BSK_CASM3C",156,"BSK_CASM3C_TissueFactor",230,"BSK_CASM3C_TissueFactor"
"CardioTox_VascularTissue",,4,10,"BSK_CASM3C",157,"BSK_CASM3C_uPAR",232,"BSK_CASM3C_uPAR"
"Vascularization","Neovascularization",4,10,"BSK_CASM3C",158,"BSK_CASM3C_VCAM1",234,"BSK_CASM3C_VCAM1"
"Unspecified","Unannotated",4,11,"BSK_hDFCGF",159,"BSK_hDFCGF_CollagenIII",236,"BSK_hDFCGF_CollagenIII"
"Cell Cycle","Cell Cycle",4,11,"BSK_hDFCGF",160,"BSK_hDFCGF_EGFR",238,"BSK_hDFCGF_EGFR"
"Inflammation","Inflammatory Response",4,11,"BSK_hDFCGF",161,"BSK_hDFCGF_IL8",240,"BSK_hDFCGF_IL8"
"Inflammation","Inflammatory Response",4,11,"BSK_hDFCGF",162,"BSK_hDFCGF_IP10",242,"BSK_hDFCGF_IP10"
"Cell Cycle","Cell Cycle",4,11,"BSK_hDFCGF",163,"BSK_hDFCGF_MCSF",244,"BSK_hDFCGF_MCSF"
"Inflammation","Inflammatory Response",4,11,"BSK_hDFCGF",164,"BSK_hDFCGF_MIG",246,"BSK_hDFCGF_MIG"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,11,"BSK_hDFCGF",165,"BSK_hDFCGF_MMP1",248,"BSK_hDFCGF_MMP1"
"CardioTox_PAI -1(SERPINE1)",,4,11,"BSK_hDFCGF",166,"BSK_hDFCGF_PAI1",250,"BSK_hDFCGF_PAI1"
"Proliferation","Cell Proliferation",4,11,"BSK_hDFCGF",167,"BSK_hDFCGF_Proliferation",252,"BSK_hDFCGF_Proliferation"
"Cell Cycle","Cell Cycle",4,11,"BSK_hDFCGF",168,"BSK_hDFCGF_SRB",254,"BSK_hDFCGF_SRB"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,11,"BSK_hDFCGF",169,"BSK_hDFCGF_TIMP1",256,"BSK_hDFCGF_TIMP1"
"Vascularization","Neovascularization",4,11,"BSK_hDFCGF",170,"BSK_hDFCGF_VCAM1",258,"BSK_hDFCGF_VCAM1"
"Inflammation","Inflammatory Response",4,12,"BSK_KF3CT",171,"BSK_KF3CT_ICAM1",260,"BSK_KF3CT_ICAM1"
"Inflammation","Inflammatory Response",4,12,"BSK_KF3CT",172,"BSK_KF3CT_IL1a",262,"BSK_KF3CT_IL1a"
"Inflammation","Inflammatory Response",4,12,"BSK_KF3CT",173,"BSK_KF3CT_IP10",264,"BSK_KF3CT_IP10"
"Inflammation","Inflammatory Response",4,12,"BSK_KF3CT",174,"BSK_KF3CT_MCP1",266,"BSK_KF3CT_MCP1"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,12,"BSK_KF3CT",175,"BSK_KF3CT_MMP9",268,"BSK_KF3CT_MMP9"
"Cell Cycle","Cell Cycle",4,12,"BSK_KF3CT",176,"BSK_KF3CT_SRB",270,"BSK_KF3CT_SRB"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,12,"BSK_KF3CT",178,"BSK_KF3CT_TIMP2",274,"BSK_KF3CT_TIMP2"
"Extracellular Matrix Degradation","Extracellular Matrix Degradation",4,12,"BSK_KF3CT",179,"BSK_KF3CT_uPA",276,"BSK_KF3CT_uPA"
"Inflammation","Inflammatory Response",4,13,"BSK_LPS",180,"BSK_LPS_CD40",278,"BSK_LPS_CD40"
"Inflammation","Inflammatory Response",4,13,"BSK_LPS",181,"BSK_LPS_Eselectin",280,"BSK_LPS_Eselectin"
"CardioTox_VascularTissue",,4,13,"BSK_LPS",182,"BSK_LPS_IL1a",282,"BSK_LPS_IL1a"
"CardioTox_VascularTissue",,4,13,"BSK_LPS",183,"BSK_LPS_IL8",284,"BSK_LPS_IL8"
"Inflammation","Inflammatory Response",4,13,"BSK_LPS",184,"BSK_LPS_MCP1",286,"BSK_LPS_MCP1"
"Cell Cycle","Cell Cycle",4,13,"BSK_LPS",185,"BSK_LPS_MCSF",288,"BSK_LPS_MCSF"
"Inflammation","Inflammatory Response",4,13,"BSK_LPS",186,"BSK_LPS_PGE2",290,"BSK_LPS_PGE2"
"CardioTox_VascularTissue",,4,13,"BSK_LPS",187,"BSK_LPS_SRB",292,"BSK_LPS_SRB"
"CardioTox_TF",,4,13,"BSK_LPS",188,"BSK_LPS_TissueFactor",294,"BSK_LPS_TissueFactor"
"Inflammation","Inflammatory Response",4,13,"BSK_LPS",189,"BSK_LPS_TNFa",296,"BSK_LPS_TNFa"
"Inflammation","Inflammatory Response",4,13,"BSK_LPS",190,"BSK_LPS_VCAM1",298,"BSK_LPS_VCAM1"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1081,"BSK_MyoF_ACTA1",2825,"BSK_MyoF_ACTA1"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1082,"BSK_MyoF_bFGF",2827,"BSK_MyoF_bFGF"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1084,"BSK_MyoF_CollagenI",2831,"BSK_MyoF_CollagenI"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1085,"BSK_MyoF_CollagenIII",2833,"BSK_MyoF_CollagenIII"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1086,"BSK_MyoF_CollagenIV",2835,"BSK_MyoF_CollagenIV"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1088,"BSK_MyoF_Decorin",2839,"BSK_MyoF_Decorin"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1087,"BSK_MyoF_IL8",2837,"BSK_MyoF_IL8"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1089,"BSK_MyoF_MMP1",2841,"BSK_MyoF_MMP1"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1090,"BSK_MyoF_PAI1",2843,"BSK_MyoF_PAI1"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1091,"BSK_MyoF_SRB",2845,"BSK_MyoF_SRB"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1092,"BSK_MyoF_TIMP1",2847,"BSK_MyoF_TIMP1"
"Unspecified","Unannotated",4,435,"BSK_MyoF",1083,"BSK_MyoF_VCAM1",2829,"BSK_MyoF_VCAM1"
"CardioTox_VascularTissue",,4,14,"BSK_SAg",191,"BSK_SAg_CD38",300,"BSK_SAg_CD38"
"Inflammation","Inflammatory Response",4,14,"BSK_SAg",192,"BSK_SAg_CD40",302,"BSK_SAg_CD40"
"CardioTox_VascularTissue",,4,14,"BSK_SAg",193,"BSK_SAg_CD69",304,"BSK_SAg_CD69"
"Inflammation","Inflammatory Response",4,14,"BSK_SAg",194,"BSK_SAg_Eselectin",306,"BSK_SAg_Eselectin"
"Inflammation","Inflammatory Response",4,14,"BSK_SAg",195,"BSK_SAg_IL8",308,"BSK_SAg_IL8"
"CardioTox_VascularTissue",,4,14,"BSK_SAg",196,"BSK_SAg_MCP1",310,"BSK_SAg_MCP1"
"CardioTox_VascularTissue",,4,14,"BSK_SAg",197,"BSK_SAg_MIG",312,"BSK_SAg_MIG"
"CardioTox_VascularTissue",,4,14,"BSK_SAg",198,"BSK_SAg_PBMCCytotoxicity",314,"BSK_SAg_PBMCCytotoxicity"
"Cell Growth",,4,14,"BSK_SAg",199,"BSK_SAg_Proliferation",316,"BSK_SAg_Proliferation"
"Cell Cycle","Cell Cycle",4,14,"BSK_SAg",200,"BSK_SAg_SRB",318,"BSK_SAg_SRB"
"Cell Viability","Cell Viability Process",17,684,"CCTE_Deisenroth_AIME_96WELL",2463,"CCTE_Deisenroth_AIME_96WELL_CTox_Active",2485,"CCTE_Deisenroth_AIME_96WELL_CTox_Active"
"Cell Viability","Cell Viability Process",17,684,"CCTE_Deisenroth_AIME_96WELL",2465,"CCTE_Deisenroth_AIME_96WELL_CTox_Inactive",2487,"CCTE_Deisenroth_AIME_96WELL_CTox_Inactive"
"Estrogen Receptor Modulation","Estrogen Metabolic Process",17,684,"CCTE_Deisenroth_AIME_96WELL",2462,"CCTE_Deisenroth_AIME_96WELL_LUC_Active",2484,"CCTE_Deisenroth_AIME_96WELL_LUC_Active"
"Estrogen Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",17,684,"CCTE_Deisenroth_AIME_96WELL",2464,"CCTE_Deisenroth_AIME_96WELL_LUC_Inactive",2486,"CCTE_Deisenroth_AIME_96WELL_LUC_Inactive"
"Deiodinase, Iodothyronine","Thyroid Hormone Generation",24,667,"CCTE_GLTED_hDIO1",2342,"CCTE_GLTED_hDIO1",2309,"CCTE_GLTED_hDIO1"
"Deiodinase, Iodothyronine","Thyroid Hormone Generation",24,686,"CCTE_GLTED_hDIO2",2490,"CCTE_GLTED_hDIO2",2532,"CCTE_GLTED_hDIO2"
"Deiodinase, Iodothyronine","Thyroid Hormone Generation",24,687,"CCTE_GLTED_hDIO3",2491,"CCTE_GLTED_hDIO3",2533,"CCTE_GLTED_hDIO3"
"Unspecified","Unannotated",24,866,"CCTE_GLTED_hIYD",2818,"CCTE_GLTED_hIYD",3032,"CCTE_GLTED_hIYD"
"Apoptosis","Apoptosis",17,666,"CCTE_Harrill_HTTr_Apoptosis",2338,"CCTE_Harrill_HTTr_Apoptosis_DMEM_12hr",2304,"CCTE_Harrill_HTTr_Apoptosis_DMEM_12hr"
"Apoptosis","Apoptosis",17,666,"CCTE_Harrill_HTTr_Apoptosis",2339,"CCTE_Harrill_HTTr_Apoptosis_DMEM_24hr",2305,"CCTE_Harrill_HTTr_Apoptosis_DMEM_24hr"
"Apoptosis","Apoptosis",17,666,"CCTE_Harrill_HTTr_Apoptosis",2332,"CCTE_Harrill_HTTr_Apoptosis_DMEM_6hr",2303,"CCTE_Harrill_HTTr_Apoptosis_DMEM_6hr"
"Apoptosis","Apoptosis",17,666,"CCTE_Harrill_HTTr_Apoptosis",2446,"CCTE_Harrill_HTTr_Apoptosis_MCF7",2452,"CCTE_Harrill_HTTr_Apoptosis_MCF7"
"Apoptosis","Apoptosis",17,666,"CCTE_Harrill_HTTr_Apoptosis",2340,"CCTE_Harrill_HTTr_Apoptosis_PRF_DMEM_12hr",2307,"CCTE_Harrill_HTTr_Apoptosis_PRF_DMEM_12hr"
"Apoptosis","Apoptosis",17,666,"CCTE_Harrill_HTTr_Apoptosis",2341,"CCTE_Harrill_HTTr_Apoptosis_PRF_DMEM_24hr",2308,"CCTE_Harrill_HTTr_Apoptosis_PRF_DMEM_24hr"
"Apoptosis","Apoptosis",17,666,"CCTE_Harrill_HTTr_Apoptosis",2333,"CCTE_Harrill_HTTr_Apoptosis_PRF_DMEM_6hr",2306,"CCTE_Harrill_HTTr_Apoptosis_PRF_DMEM_6hr"
"Proliferation","Cell Proliferation",17,683,"CCTE_Harrill_HTTr_CellCount",2444,"CCTE_Harrill_HTTr_CellCount_MCF7",2453,"CCTE_Harrill_HTTr_CellCount_MCF7"
"Cell Viability","Cell Viability Process",17,665,"CCTE_Harrill_HTTr_Viability",2334,"CCTE_Harrill_HTTr_Viability_DMEM_12hr",2298,"CCTE_Harrill_HTTr_Viability_DMEM_12hr"
"Cell Viability","Cell Viability Process",17,665,"CCTE_Harrill_HTTr_Viability",2335,"CCTE_Harrill_HTTr_Viability_DMEM_24hr",2299,"CCTE_Harrill_HTTr_Viability_DMEM_24hr"
"Cell Viability","Cell Viability Process",17,665,"CCTE_Harrill_HTTr_Viability",2330,"CCTE_Harrill_HTTr_Viability_DMEM_6hr",2297,"CCTE_Harrill_HTTr_Viability_DMEM_6hr"
"Cell Viability","Cell Viability Process",17,665,"CCTE_Harrill_HTTr_Viability",2445,"CCTE_Harrill_HTTr_Viability_MCF7",2451,"CCTE_Harrill_HTTr_Viability_MCF7"
"Cell Viability","Cell Viability Process",17,665,"CCTE_Harrill_HTTr_Viability",2336,"CCTE_Harrill_HTTr_Viability_PRF_DMEM_12hr",2301,"CCTE_Harrill_HTTr_Viability_PRF_DMEM_12hr"
"Cell Viability","Cell Viability Process",17,665,"CCTE_Harrill_HTTr_Viability",2337,"CCTE_Harrill_HTTr_Viability_PRF_DMEM_24hr",2302,"CCTE_Harrill_HTTr_Viability_PRF_DMEM_24hr"
"Cell Viability","Cell Viability Process",17,665,"CCTE_Harrill_HTTr_Viability",2331,"CCTE_Harrill_HTTr_Viability_PRF_DMEM_6hr",2300,"CCTE_Harrill_HTTr_Viability_PRF_DMEM_6hr"
"Neurotransmission","Other Neurotransmission",31,850,"CCTE_Mundy_HCI_Cortical_NOG",2699,"CCTE_Mundy_HCI_Cortical_NOG_BPCount",2777,"CCTE_Mundy_HCI_Cortical_NOG_BPCount"
"Neurotransmission","Other Neurotransmission",31,850,"CCTE_Mundy_HCI_Cortical_NOG",2698,"CCTE_Mundy_HCI_Cortical_NOG_NeuriteCount",2778,"CCTE_Mundy_HCI_Cortical_NOG_NeuriteCount"
"Neurotransmission","Other Neurotransmission",31,850,"CCTE_Mundy_HCI_Cortical_NOG",2697,"CCTE_Mundy_HCI_Cortical_NOG_NeuriteLength",2779,"CCTE_Mundy_HCI_Cortical_NOG_NeuriteLength"
"Neurotransmission","Other Neurotransmission",31,850,"CCTE_Mundy_HCI_Cortical_NOG",2696,"CCTE_Mundy_HCI_Cortical_NOG_NeuronCount",2780,"CCTE_Mundy_HCI_Cortical_NOG_NeuronCount"
"Neurotransmission","Other Neurotransmission",31,852,"CCTE_Mundy_HCI_Cortical_Synap&Neurite_Matur",2707,"CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_BPCount",2781,"CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_BPCount"
"Neurotransmission","Other Neurotransmission",31,852,"CCTE_Mundy_HCI_Cortical_Synap&Neurite_Matur",2702,"CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_CellBodySpotCount",2782,"CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_CellBodySpotCount"
"Neurotransmission","Other Neurotransmission",31,852,"CCTE_Mundy_HCI_Cortical_Synap&Neurite_Matur",2706,"CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuriteCount",2783,"CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuriteCount"
"Neurotransmission","Other Neurotransmission",31,852,"CCTE_Mundy_HCI_Cortical_Synap&Neurite_Matur",2705,"CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuriteLength",2784,"CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuriteLength"
